SeedCode,LA Name,Centre Type,School Name,Address 1,Address 2,Address 3,Post code,E-mail,Phone,Primary,Secondary,Special,Primary roll,Secondary roll,Special roll,Primary,Secondary ,Special,6-Fold Urban/rural measure(1),8-fold Urban/rural measure(1),Denomination,Proportion of pupils from minority ethnic groups(3),Proportion of pupils who live in 20% most deprived datazones in Scotland(4)
5239427,Aberdeen City,Local Authority,Fernielea School,Stronsay Place,Aberdeen,,AB15 6HD,fernielea@aberdeencity.gov.uk,01224 318533,Primary,.,.,250,.,.,15.66,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,5 - <10%
5303028,Angus,Local Authority,Ferryden Primary School,Craig Crescent,Ferryden,MONTROSE,DD10 9RF,Ferryden@angusschools.org.uk,01674 662626,Primary,.,.,140,.,.,9.08,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,0%
5541522,Edinburgh City,Local Authority,Ferryhill Primary School,Groathill Road North,Edinburgh,,EH4 2SQ,admin@ferryhill.edin.sch.uk,0131 538 7382,Primary,.,.,361,.,.,19.8,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,20 - <25%
5239524,Aberdeen City,Local Authority,Ferryhill School,31 Caledonian Place,Aberdeen,,AB11 6TT,ferryhill@aberdeencity.gov.uk,01224 586755,Primary,.,.,361,.,.,18.2,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,0 - <5%
6100821,Shetland Islands,Local Authority,Fetlar Primary School,Fetlar,Shetland,,ZE2 9DJ,fetlar@shetland.gov.uk,01595 807072,Primary,.,.,3,.,.,1.1,.,.,Remote rural areas,Very Remote Rural,Non-denominational,0%,0%
5216427,Aberdeenshire,Local Authority,Fetterangus School,Ferguson Street,Fetterangus,PETERHEAD ABERDEENSHIRE,AB42 4HD,fetterangus.sch@aberdeenshire.gov.uk,01771 623568,Primary,.,.,36,.,.,2.2,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
5249724,Aberdeenshire,Local Authority,Fettercairn School,Distillery Road,Fettercairn Laurencekirk,KINCARDINESHIRE,AB30 1YB,fettercairn.sch@aberdeenshire.gov.uk,01561 340250,Primary,.,.,67,.,.,4.2,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0%,0%
5580730,Edinburgh City,Independent,Fettes College,Carrington Road,Edinburgh,,EH4 1QX,enquiries@fettes.com,0131 332 2281,Primary,Secondary,.,N/A,N/A,N/A,N/A,N/A,N/A,Large urban areas,Large urban areas,Non-denominational,N/A,N/A
5207126,Moray,Local Authority,Findochty Primary School,Burnside Street,Findochty,MORAY,AB56 4QW,admin.findochtyp@moray-edunet.gov.uk,01542 832287,Primary,.,.,63,.,.,3.96,.,.,Remote rural areas,Remote rural areas,Non-denominational,*,*
5325021,Dundee City,Local Authority,Fintry Primary School,10 Findcastle Terrace,Dundee,,DD4 9EL,fintry.primary@dundeecity.gov.uk,01382 307840,Primary,.,.,413,.,.,23.64,.,.,Large urban areas,Large urban areas,Non-denominational,5 - <10%,30 - <35%
5724228,Stirling,Local Authority,Fintry Primary School,Culcreuch Avenue,Fintry,BY GLASGOW,G63 0YB,fintryps@stirling.gov.uk,01360 860204,Primary,.,.,45,.,.,4.3,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,10 - <20%,0%
5216524,Aberdeenshire,Local Authority,Fintry School,Fintry,Turriff,ABERDEENSHIRE,AB53 5RN,fintry.sch@aberdeenshire.gov.uk,01888 551242,Primary,.,.,37,.,.,2.9,.,.,Remote rural areas,Remote rural areas,Non-denominational,0%,0%
5256828,Aberdeenshire,Local Authority,Finzean School,Finzean,By Banchory,ABERDEENSHIRE,AB31 6NY,finzean.sch@aberdeenshire.gov.uk,01330 850201,Primary,.,.,51,.,.,3.8,.,.,Remote rural areas,Remote rural areas,Non-denominational,*,0%
1000047,North Lanarkshire,Local Authority,Firpark Primary School,Milton Street,Motherwell,,ML1 1DH,ht@firpark-pri.n-lanark.sch.uk,01698 274933,.,.,Special,.,.,121,.,.,19.8,Other urban areas,Other urban areas,Non-denominational,10 - <20%,40 - <45%
1000144,North Lanarkshire,Local Authority,Firpark Special School - Secondary,Firpark Street,Motherwell,,ML1 2PR,ht@firpark.n-lanark.sch.uk,01698 251313,.,.,Special,.,.,142,.,.,32,Other urban areas,Other urban areas,Non-denominational,0 - <5%,50 - <55%
5532639,Edinburgh City,Local Authority,Firrhill High School,9 Oxgangs Road North,Firrhill,EDINBURGH,EH14 1DP,admin@firrhill.edin.sch.uk,0131 441 4501,.,Secondary,.,.,1189,.,.,84.71,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,5 - <10%
6000924,Orkney Islands,Local Authority,Firth Primary School,Finstown,Orkney,,KW17 2ES,admin.firth@glow.orkneyschools.org.uk,01856 761212,Primary,.,.,78,.,.,5.47,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
5701228,Clackmannanshire,Local Authority,Fishcross Primary School,Ochilvale Terrace,Fishcross,,FK10 3HT,fishcross@edu.clacks.gov.uk,01259 722336,Primary,.,.,80,.,.,5.49,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,5 - <10%
5216621,Aberdeenshire,Local Authority,Fisherford School,Rothienorman,Inverurie,ABERDEENSHIRE,AB51 8YS,fisherford.sch@aberdeenshire.gov.uk,01464 635160,Primary,.,.,8,.,.,1.7,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0%,0%
5257921,Aberdeenshire,Local Authority,Fishermoss School,Berrymuir Road,Portlethen,ABERDEENSHIRE,AB12 4UF,fishermoss.sch@aberdeenshire.gov.uk,01224 472875,Primary,.,.,264,.,.,13.95,.,.,Accessible small towns,Accessible small towns,Non-denominational,10 - <20%,0%
8233225,South Ayrshire,Local Authority,Fisherton Primary School,4 Ayr Road,Dunure,AYR,KA7 4LQ,fisherton.mail@south-ayrshire.gov.uk,01292 612049,Primary,.,.,23,.,.,3,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
5523826,Edinburgh City,Local Authority,Flora Stevenson Primary,175 Comely Bank,Edinburgh,,EH4 1BG,admin@florastevenson.edin.sch.uk,0131 332 1604,Primary,.,.,597,.,.,27.22,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,5 - <10%
5780039,Falkirk,Independent,Focus School Caledonia Campus,The Pavilions,Alloa West Business Park,ALLOA,FK10 1TA,ochilcampus@focus-school.com,1259303030,Primary,Secondary,.,N/A,N/A,N/A,N/A,N/A,N/A,Other urban areas,Other urban areas,Non-denominational,N/A,N/A
8622124,Renfrewshire,Local Authority,Fordbank Primary School,Teviot Terrace,Johnstone,,PA5 0NP,fordbankenquiries@renfrewshire.gov.uk,01505 702153,Primary,.,.,237,.,.,15.4,.,.,Large urban areas,Large urban areas,Non-denominational,0 - <5%,45 - <50%
5212626,Aberdeenshire,Local Authority,Fordyce School,School Road,Fordyce,BANFF,AB45 2SJ,fordyce.sch@aberdeenshire.gov.uk,01261 842231,Primary,.,.,18,.,.,3.6,.,.,Remote rural areas,Remote rural areas,Non-denominational,0%,0%
8231125,South Ayrshire,Local Authority,Forehill Primary School,24 Cessnock Place,Ayr,,KA7 3HR,forehill.mail@south-ayrshire.gov.uk,01292 612461,Primary,.,.,450,.,.,25.2,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,0 - <5%
5246121,Aberdeen City,Local Authority,Forehill School,Jesmond Drive,Bridge Of Don,ABERDEEN,AB22 8UR,forehill@aberdeencity.gov.uk,01224 820904,Primary,.,.,202,.,.,10.4,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,0%
5307538,Angus,Local Authority,Forfar Academy,Taylor Street,Forfar,,DD8 3LB,ForfarAcademy@angusschools.org.uk,01307 475900,.,Secondary,.,.,1035,.,.,82.94,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,5 - <10%
5343429,Perth & Kinross,Local Authority,Forgandenny Primary School,Forgandenny,By Perth,,PH2 9EL,Forgandenny@pkc.gov.uk,01738 812469,Primary,.,.,56,.,.,3.85,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
5226120,Aberdeenshire,Local Authority,Forgue School,Forgue,Huntly,ABERDEENSHIRE,AB54 6DQ,forgue.sch@aberdeenshire.gov.uk,01466 730232,Primary,.,.,34,.,.,2.53,.,.,Remote rural areas,Remote rural areas,Non-denominational,*,0%
5203031,Moray,Local Authority,Forres Academy,Burdsyard Road,Forres,MORAY,IV36 1FG,admin.forresacad@moray-edunet.gov.uk,01309 672271,.,Secondary,.,.,778,.,.,62.2,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,0%
5532736,Edinburgh City,Local Authority,Forrester High School,212 Broomhouse Road,Edinburgh,,EH12 9AE,admin@forrester.edin.sch.uk,0131 334 9262,.,Secondary,.,.,697,.,.,53.04,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,20 - <25%
8547726,South Lanarkshire,Local Authority,Forth Primary School,Main Street,Forth,,ML11 8AE,office@forth-pri.s-lanark.sch.uk,01555 811205,Primary,.,.,162,.,.,9.3,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,60 - <65%
5325129,Dundee City,Local Authority,Forthill Primary School,Fintry Place,Broughty Ferry,DUNDEE,DD5 3BE,forthill.primary@dundeecity.gov.uk,01382 436935,Primary,.,.,595,.,.,25.44,.,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,0 - <5%
5520126,Edinburgh City,Local Authority,Forthview Primary School,West Pilton Place,Edinburgh,,EH4 4DF,admin@forthview.edin.sch.uk,0131 332 2468,Primary,.,.,413,.,.,22.34,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,70 - <75%
5119332,Highland,Local Authority,Fortrose Academy,Academy Street,Fortrose,ROSS-SHIRE,IV10 8TW,fortrose.academy@highland.gov.uk,01381 620310,.,Secondary,.,.,621,.,.,46.81,.,Remote rural areas,Remote rural areas,Non-denominational,0 - <5%,0%
5343720,Perth & Kinross,Local Authority,Fossoway Primary School,Drum,Kinross,,KY13 0UL,Fossoway@pkc.gov.uk,01577 867340,Primary,.,.,111,.,.,7.03,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
6100929,Shetland Islands,Local Authority,Foula Primary School,Foula,Shetland,,ZE2 9PN,foula@shetland.gov.uk,01595 745026,Primary,.,.,4,.,.,1.3,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
5441021,Fife,Local Authority,Foulford Primary School,Leuchatsbeath Drive,Cowdenbeath,,KY4 9SN,Foulfordps.enquiries@fife.gov.uk,01383 602413,Primary,.,.,365,.,.,17.24,.,.,Other urban areas,Other urban areas,Non-denominational,0 - <5%,0 - <5%
5615127,Scottish Borders,Local Authority,Fountainhall Primary School,Fountainhall,Galashiels,MIDLOTHIAN,TD1 2SY,fountainhallps@scotborders.gov.uk,01578 760247,Primary,.,.,16,.,.,1.74,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
5226228,Aberdeenshire,Local Authority,Foveran School,Main Road,Foveran,ELLON ABERDEENSHIRE,AB41 6AZ,foveran.sch@aberdeenshire.gov.uk,01358 789219,Primary,.,.,23,.,.,2.6,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
5524024,Edinburgh City,Local Authority,Fox Covert Primary School,Clerwood Terrace,Edinburgh,,EH12 8PG,admin@foxcovert.edin.sch.uk,0131 339 3749,Primary,.,.,288,.,.,14.44,.,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,5 - <10%
5139023,Highland,Local Authority,Foyers Primary School,Foyers,,,IV2 6XU,foyers.primary@highland.gov.uk,01456 486612,Primary,.,.,14,.,.,1.4,.,.,Remote rural areas,Remote rural areas,Non-denominational,*,0%
5219736,Aberdeenshire,Local Authority,Fraserburgh Academy,Dennyduff Road,Fraserburgh,ABERDEENSHIRE,AB43 9NA,fraserburgh.aca@aberdeenshire.gov.uk,01346 515771,.,Secondary,.,.,1121,.,.,88,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,5 - <10%
5216923,Aberdeenshire,Local Authority,Fraserburgh North School,Finlayson Street,Fraserburgh,ABERDEENSHIRE,AB43 9JR,fraserburgh_north.sch@aberdeenshire.gov.uk,01346 518015,Primary,.,.,138,.,.,11.2,.,.,Other urban areas,Other urban areas,Non-denominational,>20%,50 - <55%
5217024,Aberdeenshire,Local Authority,Fraserburgh South Park School,Philorth Avenue,Fraserburgh,ABERDEENSHIRE,AB43 9QB,southpark.sch@aberdeenshire.gov.uk,01346 518586,Primary,.,.,379,.,.,25.6,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,0 - <5%
5422728,Fife,Local Authority,Freuchie Primary School,Lomond Road,Freuchie,CUPAR,KY15 7HF,freuchieps.enquiries@fife.gov.uk,01334 659416,Primary,.,.,114,.,.,6.2,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,10 - <20%,*
5303621,Angus,Local Authority,Friockheim Primary School,Friockheim,By Arbroath,,DD11 4XB,Friockheim@angusschools.org.uk,01241 438100,Primary,.,.,115,.,.,8.43,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0 - <5%,*
8103224,Argyll & Bute,Local Authority,Furnace Primary School,Furnace,By Inveraray,ARGYLL,PA32 8XN,enquiries@furnace.argyll-bute.sch.uk,01499 500627,Primary,.,.,13,.,.,1.6,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
5219922,Aberdeenshire,Local Authority,Fyvie School,Main Street,Fyvie Turriff,ABERDEENSHIRE,AB53 8RD,fyvie.sch@aberdeenshire.gov.uk,01651 267400,Primary,.,.,118,.,.,8.3,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
5119030,Highland,Local Authority,Gairloch High School,Achtercairn,Gairloch,,IV21 2BP,gairloch.high@highland.gov.uk,01445 712275,.,Secondary,.,.,127,.,.,17.6,.,Remote rural areas,Very Remote Rural,Non-denominational,5 - <10%,0%
5153425,Highland,Local Authority,Gairloch Primary School,Auchtercairn,Gairloch,,IV21 2BP,gairloch.primary@highland.gov.uk,01445 712165,Primary,.,.,72,.,.,5.3,.,.,Remote rural areas,Very Remote Rural,Non-denominational,5 - <10%,0%
5619734,Scottish Borders,Local Authority,Galashiels Academy,Elm Row,Galashiels,SELKIRKSHIRE,TD1 3HU,galashielsacademy@scotborders.gov.uk,01896 754788,.,Secondary,.,.,800,.,.,65.36,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,5 - <10%
8625026,Renfrewshire,Local Authority,Gallowhill Primary School,Netherhill Road,Paisley,,PA3 4SF,gallowhillenquiries@renfrewshire.gov.uk,0141 887 7109,Primary,.,.,262,.,.,16.6,.,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,75 - <80%
8220921,East Ayrshire,Local Authority,Galston Primary School,Western Road,Galston,,KA4 8BG,shona.murphy@east-ayrshire.gov.uk,01563 820221,Primary,.,.,323,.,.,18.88,.,.,Accessible small towns,Accessible small towns,Non-denominational,0 - <5%,20 - <25%
8233926,South Ayrshire,Local Authority,Gardenrose Primary School,19 Gardenrose Path,Maybole,AYRSHIRE,KA19 8AG,gardenrose.mail@south-ayrshire.gov.uk,01655 885804,Primary,.,.,177,.,.,11.2,.,.,Accessible small towns,Accessible small towns,Non-denominational,*,10 - <15%
8302529,Argyll & Bute,Local Authority,Garelochhead Primary School,Feorlin Way,Garelochhead,,G84 0DG,enquiries-garelochhead@argyll-bute.gov.uk,01436 810322,Primary,.,.,119,.,.,7.95,.,.,Accessible small towns,Accessible small towns,Non-denominational,0 - <5%,0%
8225427,East Ayrshire,Local Authority,Gargieston Primary School,Dundonald Road,Kilmarnock,,KA1 1UG,julie.mckee@east-ayrshire.gov.uk,01563 533067,Primary,.,.,390,.,.,20.28,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,0 - <5%
5724325,Stirling,Local Authority,Gargunnock Primary School,Station Road,Gargunnock,BY STIRLING,FK8 3DB,gargps@stirling.gov.uk,01786 860291,Primary,.,.,61,.,.,5.44,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,10 - <20%,0%
5900425,Dumfries & Galloway,Local Authority,Garlieston School,Randolph Crescent,Garlieston,NEWTON STEWART,DG8 8BG,gw08officegarlieston@ea.dumgal.sch.uk,01988 600277,Primary,.,.,12,.,.,1.5,.,.,Remote rural areas,Remote rural areas,Non-denominational,0%,0%
8412723,Glasgow City,Local Authority,Garnetbank Primary School,231 Renfrew Street,,GLASGOW,G3 6TX,headteacher@garnetbank-pri.glasgow.sch.uk,0141 332 5158,Primary,.,.,250,.,.,13.9,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,20 - <25%
8215634,North Ayrshire,Local Authority,Garnock Community Campus,Beith Road,,GLENGARNOCK,KA14 3BF,garnock@ea.n-ayrshire.sch.uk,01505 682685,Primary,Secondary,.,151,980,.,10.7,76,.,Accessible small towns,Accessible small towns,Non-denominational,*,35 - <40%
8456321,Glasgow City,Local Authority,Garrowhill Primary School,25 Bakewell Road,Garrowhill,GLASGOW,G69 6RN,headteacher@garrowhill-pri.glasgow.sch.uk,0141 771 1235,Primary,.,.,455,.,.,21.4,.,.,Large urban areas,Large urban areas,Non-denominational,5 - <10%,15 - <20%
8336229,East Dunbartonshire,Local Authority,Gartconner Primary School,Gartshore Road,Kirkintilloch,,G66 3TH,office@gartconner.e-dunbarton.sch.uk,0141 955 2323,Primary,.,.,160,.,.,12.3,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,*
8341222,North Lanarkshire,Local Authority,Gartcosh Primary School,Lochend Road,Gartcosh,,G69 8AB,ht@gartcosh.n-lanark.sch.uk,01236 794892,Primary,.,.,195,.,.,11.8,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0 - <5%
5226325,Aberdeenshire,Local Authority,Gartly School,Park Lane,Gartly by Huntly,ABERDEENSHIRE,AB54 4QF,gartly.sch@aberdeenshire.gov.uk,01466 405980,Primary,.,.,36,.,.,2.55,.,.,Remote rural areas,Remote rural areas,Non-denominational,10 - <20%,0%
5721024,Stirling,Local Authority,Gartmore Primary School,Main Street,Gartmore,,FK8 3RJ,gartmps@stirling.gov.uk,01877 382343,Primary,.,.,31,.,.,3.7,.,.,Remote rural areas,Remote rural areas,Non-denominational,*,0%
8302626,West Dunbartonshire,Local Authority,Gartocharn Primary School,Ross Loan,Gartocharn,BY ALEXANDRIA,G83 8NE,SchoolOffice.Gartocharn@west-dunbarton.gov.uk,01389 830342,Primary,.,.,80,.,.,6.2,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,*
5918928,Dumfries & Galloway,Local Authority,Gatehouse School,Gatehouse Of Fleet,Castle Douglas,,DG7 2JX,gw08officegatehouse@ea.dumgal.sch.uk,01557 814262,Primary,.,.,98,.,.,7.21,.,.,Remote rural areas,Remote rural areas,Non-denominational,*,0%
5422825,Fife,Local Authority,Gateside Primary School,Main Road,Gateside,CUPAR,KY14 7SZ,gatesideps.enquiries@fife.gov.uk,01335 659417,Primary,.,.,.,.,.,.,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,N/A,N/A
8211329,North Ayrshire,Local Authority,Gateside Primary School,Main Road,,GATESIDE,KA15 2LF,gateside@ea.n-ayrshire.sch.uk,01505 502776,Primary,.,.,43,.,.,4.8,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0%,15 - <20%
8313822,West Dunbartonshire,Local Authority,Gavinburn Primary School,Dumbarton Road,,OLD KILPATRICK,G60 5NE,SchoolOffice.Gavinburn@west-dunbarton.gov.uk,01389 804444,Primary,.,.,281,.,.,17.4,.,.,Large urban areas,Large urban areas,Non-denominational,0 - <5%,10 - <15%
5916429,Dumfries & Galloway,Local Authority,Gelston School,Gelston,Castle Douglas,,DG7 1SH,gw08officegelston@ea.dumgal.sch.uk,01556 502415,Primary,.,.,42,.,.,2.3,.,.,Remote rural areas,Remote rural areas,Non-denominational,10 - <20%,0%
5583535,Edinburgh City,Independent,George Heriot's School,Lauriston Place,Edinburgh,,EH3 9EQ,enquiries@george-heriots.com,0131 229 7263,Primary,Secondary,.,N/A,N/A,N/A,N/A,N/A,N/A,Large urban areas,Large urban areas,Non-denominational,N/A,N/A
5583632,Edinburgh City,Independent,George Watson's College,67-71 Colinton Road,Edinburgh,,EH10 5EG,info@gwc.org.uk,0131 446 6000,Primary,Secondary,.,N/A,N/A,N/A,N/A,N/A,N/A,Large urban areas,Large urban areas,Non-denominational,N/A,N/A
5937329,Dumfries & Galloway,Local Authority,Georgetown School,Gillbrae Road,Dumfries,,DG1 4EJ,gw08officegeorgetown@ea.dumgal.sch.uk,01387 264079,Primary,.,.,302,.,.,18.6,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,5 - <10%
5145724,Highland,Local Authority,Gergask Primary School,Laggan Bridge,Newtonmore,INVERNESS-SHIRE,PH20 1AH,gergask.primary@highland.gov.uk,01528 544272,Primary,.,.,6,.,.,1.45,.,.,Remote rural areas,Very Remote Rural,Non-denominational,0%,0%
8600821,East Renfrewshire,Local Authority,Giffnock Primary School,Academy Road,Giffnock,EAST RENFREWSHIRE,G46 6JL,headteacher@giffnock.e-renfrew.sch.uk,0141 570 7180,Primary,.,.,399,.,.,21.2,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,0 - <5%
8103321,Argyll & Bute,Local Authority,Gigha Primary School,Isle Of Gigha,Argyll,,PA41 7AA,enquiries-gigha@argyll-bute.gov.uk,01583 505259,Primary,.,.,13,.,.,1.9,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
5241626,Aberdeen City,Local Authority,Gilcomstoun School,Skene Street,Aberdeen,,AB10 1PG,gilcomstoun@aberdeencity.gov.uk,01224 642722,Primary,.,.,240,.,.,18.14,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,5 - <10%
5524229,Edinburgh City,Local Authority,Gilmerton Primary School,2 Moredun Dykes Road,Edinburgh,,EH17 8NQ,admin@gilmerton.edin.sch.uk,0131 664 3614,Primary,.,.,458,.,.,23.86,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,20 - <25%
8532729,South Lanarkshire,Local Authority,Gilmourton Primary School,Drumclog,,STRATHAVEN,ML10 6QF,office@gilmourton-pri.s-lanark.sch.uk,01357 440331,Primary,.,.,27,.,.,2.8,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0%,0%
8236534,South Ayrshire,Local Authority,Girvan Academy,62 The Avenue,Girvan,,KA26 9DW,girvan.mail@south-ayrshire.gov.uk,01465 716816,.,Secondary,.,.,478,.,.,48.8,.,Remote small towns,Remote small towns,Non-denominational,5 - <10%,20 - <25%
