"","PEB","educ","hhincome","Dem","Rep","female","Ideology","age","urban","public","private","NEP","CNS","environmentalist","enviro.move","age.1","act.org","cand","money.org","cont.off","cont.bus","petition","meeting","product","water","buycott","recycle","energy","stocks","nep1","nep2_r","nep3","nep4_r","nep5","nep6_r","nep7","nep8_r","nep9","nep10_r","nep11","nep12_r","nep13","nep14_r","nep15","cns1","cns2","cns3","cns4_r","cns5","cns6","cns7","cns8","cns9","cns10","cns11","cns12_r","cns13","cns14_r","mes1_r","mes_2","mes_3","mes_4","mes_5","mes_6","mes_7","mes8_r","mes_9","mes10_r","mes_11","mes_12","mes_13","mes_14","mes_15","mes_16","mes_17","mes_18","mes_19","mes_20","mes_21","mes22_r","mes23_r","mes_24","mes_25","mes_26","mes27_r","MES"
"316",11,4,5,1,0,1,2,28,2,5,5,4.66666666666667,4.35714285714286,1,4,28,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"317",6,3,4,1,0,1,4,57,1,1,5,3.4,3.42857142857143,0,3,57,0,0,0,0,0,1,0,1,1,1,1,1,0,3,1,1,3,1,5,1,4,2,3,4,3,2,4,2,2,2,2,3,3,3,2,2,3,1,2,4,3,4,3,3,5,5,5,5,5,3,5,5,4,4,5,5,5,3,4,4,5,5,5,3,3,3,4,5,4,4.25925925925926
"318",7,3,1,1,0,1,3,39,1,2,5,3.4,3.28571428571429,0,2,39,0,1,1,0,0,0,0,1,1,1,1,1,0,3,2,2,3,3,4,2,2,3,3,4,2,2,2,2,2,2,2,2,4,2,2,2,4,4,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",11,3,3,1,0,0,2,52,3,5,5,2.6,4.35714285714286,1,3,52,1,1,1,0,0,1,1,1,1,1,1,1,1,4,3,5,4,2,4,3,4,2,3,4,4,3,2,4,1,2,2,2,2,1,1,1,1,1,1,2,1,5,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,2,4,4,4,4,4,4,4,4,4,2,3,3.88888888888889
"320",8,5,7,1,0,1,1,36,2,4,3,3.66666666666667,4.14285714285714,0,4,36,0,1,0,1,1,1,0,1,0,1,1,0,1,1,4,2,4,1,1,3,5,1,5,2,1,1,3,1,2,1,1,2,2,2,1,2,1,1,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",7,3,1,1,0,1,4,22,3,2,5,3.33333333333333,3.28571428571429,0,3,22,0,0,0,1,0,0,1,1,1,1,1,1,0,3,4,2,4,2,4,1,3,2,4,4,2,2,2,1,3,2,2,2,3,3,3,2,2,3,3,3,4,3,2,3,4,4,4,5,5,2,5,5,1,5,5,5,5,5,5,5,1,5,5,5,5,5,3,4,5,4.18518518518519
"322",2,3,2,1,0,0,4,59,3,0,2,3.73333333333333,3.71428571428571,0,3,59,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,4,4,2,3,1,2,2,2,2,1,2,2,3,2,2,2,4,2,3,2,2,2,2,2,2,2,3,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,5,4,4,4,4,4,3,3,4.11111111111111
"323",5,2,1,0,1,1,4,30,1,0,5,3.13333333333333,2.92857142857143,0,2,30,0,0,0,0,0,0,0,1,1,1,1,1,0,4,4,2,3,2,4,1,3,1,3,3,5,2,4,2,3,3,2,3,2,5,3,2,3,3,3,4,3,4,1,5,4,4,5,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,5,3,4,4,3,3,2,3.81481481481481
"324",9,2,1,1,0,1,2,38,3,4,5,3.66666666666667,4.14285714285714,1,3,38,0,1,0,1,1,1,0,1,1,1,1,1,0,5,1,5,3,5,3,1,1,1,1,5,1,1,1,1,3,3,1,3,1,1,3,1,1,1,3,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,5,5,4.74074074074074
"325",6,3,3,1,0,1,4,58,3,1,5,3.26666666666667,3.21428571428571,0,2,58,0,1,0,0,0,0,0,1,1,1,1,1,0,3,3,2,4,2,5,2,2,2,3,3,3,2,3,2,4,4,2,1,2,3,2,2,2,2,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,3,4,3,4,4,3,4,3,3.7037037037037
"326",6,4,2,1,0,1,2,22,2,2,4,3.86666666666667,4.21428571428571,0,3,22,0,1,1,0,0,0,0,0,1,1,1,1,0,1,4,1,1,2,5,1,1,2,1,3,4,3,2,1,1,2,1,2,2,3,1,2,2,2,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",6,6,8,0,1,1,5,42,1,1,5,4.13333333333333,4.5,0,3,42,0,0,1,0,0,0,0,1,1,1,1,1,0,1,2,1,5,1,4,2,1,1,1,1,2,1,4,1,2,1,1,2,1,2,2,3,1,1,1,1,2,1,3,5,5,5,5,4,5,5,1,5,5,4,5,5,1,2,4,4,4,3,5,4,4,4,5,3,3,4
"328",1,5,7,0,1,1,7,31,2,0,1,3.8,3.14285714285714,0,3,31,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,5,1,5,1,2,2,2,2,2,1,2,2,2,3,1,4,2,2,4,4,3,2,4,2,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4,5,5,5,5,5,5,4,4.81481481481481
"329",3,3,4,0,1,1,3,25,2,2,1,3,2.78571428571429,0,2,25,0,1,0,0,1,0,0,0,1,0,0,0,0,3,1,2,5,4,4,5,4,1,2,3,3,4,2,2,3,2,2,3,5,4,3,1,3,4,3,4,4,4,3,4,2,4,2,3,4,4,3,2,4,2,4,2,4,3,3,3,3,2,2,3,2,5,2,3,2,2.96296296296296
"330",7,5,6,1,0,1,4,40,2,2,5,3.26666666666667,3.64285714285714,0,3,40,0,1,0,0,0,1,0,1,1,1,1,1,0,3,4,2,4,1,5,1,3,1,3,3,4,2,3,2,4,1,2,2,1,2,1,3,2,1,2,4,5,3,2,4,4,3,5,5,5,5,5,2,5,5,5,5,5,3,5,5,5,3,4,4,4,4,3,4,4,4.18518518518519
"331",7,5,4,1,0,1,3,67,2,2,5,3.4,3.92857142857143,0,3,67,0,0,0,1,0,1,0,1,1,1,1,1,0,2,2,1,4,1,5,1,2,1,4,3,3,4,5,1,1,1,1,5,2,1,1,1,3,2,2,3,2,4,1,2,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,4,5,5,5,5,3,4,4.44444444444444
"332",3,2,1,0,1,1,4,23,1,0,3,2.86666666666667,3.5,0,2,23,0,0,0,0,0,0,0,0,1,0,1,1,0,5,5,2,3,2,5,1,3,3,3,3,2,2,5,3,3,2,1,2,4,4,3,2,2,2,3,2,2,3,4,3,4,5,5,5,5,5,3,3,4,4,5,5,3,3,3,5,5,4,5,3,3,4,3,3,3,3.96296296296296
"333",9,3,5,1,0,0,3,27,2,5,4,3.06666666666667,3,0,2,27,1,1,1,1,0,1,0,1,0,1,1,1,0,3,4,2,4,2,4,3,3,3,4,2,3,2,3,2,3,2,2,4,3,3,4,4,2,3,3,3,3,3,2,3,3,4,4,4,5,4,4,5,5,5,5,5,5,4,3,3,3,3,5,3,4,4,4,4,2,3.88888888888889
"334",1,2,8,0,1,0,5,58,2,0,1,2.46666666666667,3,0,2,58,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,2,5,4,4,3,4,2,4,3,5,2,5,3,2,3,3,2,2,4,3,3,2,3,3,4,4,4,4,3,4,4,4,3,4,4,4,2,4,4,4,2,3,2,4,4,3,3,4,2,3,4,3,2,2,3.2962962962963
"335",8,4,7,1,0,1,4,57,3,3,5,3.8,4.64285714285714,1,4,57,0,1,1,0,0,1,0,1,1,1,1,1,0,5,3,1,5,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",8,3,3,0,1,1,4,24,2,3,5,3.13333333333333,4.14285714285714,1,3,24,1,0,1,0,0,0,1,1,1,1,1,1,0,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,1,1,1,5,1,1,1,1,1,1,1,5,1,5,4,1,1,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,1,3.92592592592593
"337",2,2,1,0,1,0,2,33,3,0,2,3.6,3.35714285714286,0,3,33,0,0,0,0,0,0,0,0,1,0,1,0,0,2,4,2,3,1,5,1,4,1,4,1,2,1,2,3,3,3,2,4,3,2,4,2,2,2,4,1,1,4,4,4,5,4,5,5,5,5,3,5,5,4,5,5,3,3,4,5,4,4,4,5,2,2,2,4,3,4.03703703703704
"338",6,5,8,1,0,0,2,41,2,2,4,3.73333333333333,3.07142857142857,0,2,41,0,1,0,0,0,1,0,0,1,1,1,1,0,2,2,2,3,2,2,1,5,2,2,2,2,1,4,2,4,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4.14814814814815
"339",12,5,2,0,1,1,4,28,1,6,5,3.06666666666667,4,1,4,28,1,1,1,1,1,0,1,1,1,1,1,1,1,5,1,1,3,1,5,1,5,1,5,1,5,4,5,1,3,5,1,1,1,1,1,1,1,1,1,5,1,5,1,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.7037037037037
"340",6,6,8,1,0,1,2,28,2,1,5,3.66666666666667,4.14285714285714,0,2,28,0,0,1,0,0,0,0,1,1,1,1,1,0,2,2,4,3,2,2,1,3,2,3,3,1,2,3,2,1,1,1,3,1,1,1,3,3,1,1,5,2,2,4,4,4,5,5,5,5,5,3,4,5,5,5,2,5,5,5,5,5,5,5,3,5,5,5,5,3,4.51851851851852
"341",7,5,8,0,1,1,6,41,2,2,5,3.6,2.5,0,2,41,0,1,0,0,0,1,0,1,1,1,1,1,0,3,2,1,3,1,4,3,2,2,2,2,4,2,3,2,4,4,3,4,3,4,3,3,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3.92592592592593
"342",4,5,1,1,0,1,4,57,1,0,4,4.13333333333333,3.92857142857143,0,3,57,0,0,0,0,0,0,0,1,1,1,0,1,0,2,2,1,2,2,5,1,1,4,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4.22222222222222
"343",7,2,2,1,0,1,2,39,2,2,5,3.73333333333333,4.35714285714286,1,4,39,0,0,0,0,0,1,1,1,1,1,1,1,0,3,4,1,5,1,5,1,1,1,1,3,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,5,2,5,4,3,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,5,4,4.59259259259259
"344",5,5,5,1,0,0,4,47,3,0,5,3.2,3.14285714285714,0,2,47,0,0,0,0,0,0,0,1,1,1,1,1,0,2,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,4,4,5,4,4,4,4,5,4,4,4,4,4,3,4,5,5,4,5,5,3,4,3,3,3,3.96296296296296
"345",4,5,2,0,1,1,5,24,3,0,3,2.8,3,0,2,24,0,0,0,0,0,0,0,0,1,1,1,0,1,3,4,1,5,1,5,1,4,2,3,5,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,5,5,5,5,4,2,4,5,5,3,3,3,3,4,3,3,3,3,3,2,4,3,3,3,3.44444444444444
"346",6,5,8,1,0,1,2,58,2,1,5,4.2,3.78571428571429,0,3,58,0,1,0,0,0,0,0,1,1,1,1,1,0,3,2,2,2,2,3,1,1,1,1,1,3,2,1,2,3,2,2,2,2,2,3,2,2,2,2,3,2,2,4,4,4,4,4,5,5,4,4,4,5,4,5,5,4,4,4,5,5,4,5,4,4,4,4,4,4,4.2962962962963
"347",1,3,1,0,1,0,4,54,3,0,1,2.13333333333333,2.42857142857143,0,2,54,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,4,4,4,5,3,4,2,5,5,3,3,5,5,5,3,2,3,3,4,5,3,3,2,3,5,5,4,4,4,4,4,4,4,3,5,1,2,1,1,3,4,3,4,2,4,4,4,4,1,3,3,1,5,1,3.07407407407407
"348",10,6,7,1,0,1,1,39,2,5,5,4.46666666666667,4.71428571428571,1,4,39,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,4,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.85185185185185
"349",6,2,2,1,0,1,1,18,2,1,5,4.06666666666667,3.21428571428571,1,3,18,0,0,0,0,0,1,0,1,1,1,1,1,0,2,3,1,2,1,5,1,1,1,1,3,2,2,2,2,2,2,1,2,2,3,4,2,4,2,2,4,4,5,4,5,5,4,5,5,5,5,3,5,5,5,5,5,5,5,1,5,5,5,5,5,5,4,5,4,5,4.62962962962963
"350",7,5,2,1,0,0,4,40,3,2,5,4.46666666666667,4.07142857142857,0,3,40,0,0,0,1,0,1,0,1,1,1,1,1,0,1,3,1,2,1,5,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,4,2,4,1,1,2,1,3,3,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.62962962962963
"351",6,4,2,1,0,0,2,20,1,3,3,3.8,3.35714285714286,0,3,20,1,0,0,0,0,1,1,0,0,1,1,1,0,2,1,2,3,2,5,2,3,1,3,1,2,2,2,2,3,4,1,2,1,3,3,3,2,1,5,5,1,3,1,3,4,5,5,4,5,5,5,5,5,5,5,5,5,3,4,5,4,3,4,3,2,5,4,5,5,4.22222222222222
"352",6,2,1,1,0,1,2,28,3,4,2,3.26666666666667,3.78571428571429,0,2,28,1,1,1,1,0,0,0,1,0,0,0,1,0,2,5,2,3,3,4,1,5,1,3,2,3,4,2,1,1,1,1,5,1,1,1,1,3,3,2,5,1,5,5,4,4,4,3,4,3,3,3,5,5,5,5,4,5,4,5,3,2,4,4,1,2,5,2,3,1,3.62962962962963
"353",4,4,5,0,1,1,4,27,3,2,2,3.86666666666667,3.07142857142857,0,2,27,0,0,0,1,1,0,0,1,0,0,0,1,0,2,1,2,3,2,3,2,3,2,3,2,1,2,2,2,3,1,5,3,1,4,3,2,3,5,3,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,2,3.74074074074074
"354",5,1,1,0,1,1,5,50,3,0,5,3.73333333333333,3.92857142857143,0,4,50,0,0,0,0,0,0,0,1,1,1,1,1,0,3,5,1,4,1,4,1,1,1,1,5,2,1,2,2,1,2,2,1,1,1,2,2,2,3,2,4,4,2,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,5,4,5,4,4,5,4,5,4,4.62962962962963
"355",8,3,5,0,1,0,4,37,2,3,5,4.73333333333333,4.35714285714286,1,4,37,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,4,2,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,4.85185185185185
"356",4,5,3,1,0,1,4,24,2,0,4,3.66666666666667,2.71428571428571,0,3,24,0,0,0,0,0,0,0,1,1,0,1,1,0,1,4,2,1,2,3,5,2,2,2,2,5,1,1,2,3,3,3,1,3,5,5,2,2,5,3,5,5,1,4,4,4,5,4,1,5,5,5,5,5,5,4,5,5,2,5,1,4,1,5,5,5,5,5,3,5,4.14814814814815
"357",7,2,4,0,1,0,4,18,2,5,1,2.93333333333333,2.92857142857143,1,2,18,1,0,0,1,1,1,1,0,0,0,1,0,1,1,5,1,3,4,4,5,5,2,1,3,2,2,5,3,1,5,2,3,1,4,3,1,1,5,3,4,5,5,4,1,4,4,1,3,5,4,4,4,3,5,2,1,4,2,3,1,5,3,4,4,4,1,5,4,5,3.33333333333333
"358",5,3,1,1,0,1,4,30,3,2,3,3.66666666666667,3.57142857142857,0,3,30,0,0,1,0,0,1,0,0,1,0,1,1,0,2,2,2,3,1,5,1,3,2,2,1,3,2,3,3,2,2,2,2,3,2,2,2,3,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",1,4,1,1,0,1,2,49,3,0,1,2.6,3.28571428571429,0,2,49,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,4,4,2,4,2,4,4,3,2,4,2,4,2,2,2,2,2,4,2,4,2,4,2,2,4,2,2,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,2,4,2,4,2,4,3,4,4,3.37037037037037
"360",1,3,7,1,0,1,5,36,3,0,1,3,2.85714285714286,0,3,36,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,4,2,4,3,3,2,3,4,5,3,2,3,3,2,3,4,3,4,3,4,3,3,3,2,3,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,3,3,4,4,4,3,5,3,3,2,3,4,3,3.55555555555556
"361",5,5,6,1,0,1,4,40,1,2,3,4.06666666666667,3.92857142857143,0,3,40,0,1,0,0,0,1,0,0,1,1,0,1,0,2,2,1,2,1,4,2,3,2,1,1,2,1,3,2,2,2,2,2,2,2,2,3,2,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",5,4,1,1,0,1,4,25,3,0,5,3.73333333333333,4,0,3,25,0,0,0,0,0,0,0,1,1,1,1,1,0,2,2,1,4,4,2,2,4,1,2,2,3,1,3,1,2,2,2,4,3,1,1,1,2,2,2,3,1,2,3,4,4,5,5,4,5,4,4,5,5,5,5,5,5,4,4,5,5,5,4,3,2,4,4,2,4,4.22222222222222
"363",4,3,8,1,0,1,2,23,3,0,4,3.13333333333333,3.28571428571429,0,3,23,0,0,0,0,0,0,0,1,1,1,1,0,0,4,4,2,3,3,3,2,4,2,4,4,1,2,3,2,2,2,3,2,2,4,3,2,5,3,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",6,3,2,1,0,1,2,63,2,5,1,3.26666666666667,3.57142857142857,0,2,63,0,1,1,0,1,1,1,1,0,0,0,0,0,2,3,2,3,2,3,1,4,3,4,2,3,2,4,3,2,3,2,3,2,2,2,1,2,3,2,4,2,4,2,4,3,4,4,5,4,1,4,2,4,5,4,5,4,5,4,4,4,5,4,2,1,4,4,5,2,3.66666666666667
"365",7,5,7,1,0,1,2,27,3,2,5,3.6,4.42857142857143,1,3,27,0,1,1,0,0,0,0,1,1,1,1,1,0,1,4,1,4,2,2,1,5,1,2,4,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4.92592592592593
"366",5,3,4,1,0,1,2,18,2,2,3,4.4,4,1,3,18,0,1,0,0,0,1,0,1,1,0,1,0,0,2,1,1,3,1,2,1,2,1,1,3,1,1,3,1,3,2,1,2,2,1,3,2,1,1,3,3,2,2,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4.85185185185185
"367",0,3,6,1,0,0,4,34,3,0,0,3.06666666666667,3.35714285714286,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,4,2,5,3,2,1,3,3,3,1,5,3,3,3,2,3,3,3,2,2,3,3,2,3,3,2,4,5,4,3,5,3,3,4,2,2,4,3,2,4,4,3,3,3,4,4,2,2,4,3,4,3,3,3.33333333333333
"368",8,3,3,1,0,0,4,46,2,4,3,4.13333333333333,4.42857142857143,1,2,46,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,3,1,5,1,4,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,3,1,1,2,3,1,1,5,1,5,2,1,1,1,2,3,1,1,2,1,1,4,5,1,2,1,5,2.11111111111111
"369",2,3,4,0,1,1,5,26,1,0,2,3.13333333333333,3.28571428571429,0,2,26,0,0,0,0,0,0,0,0,1,0,0,1,0,2,4,1,2,2,5,1,4,2,4,4,2,2,4,4,2,2,4,2,4,2,4,2,2,2,2,4,2,4,4,4,4,5,5,4,5,5,4,4,5,5,4,5,2,4,4,5,4,4,5,4,4,5,4,2,2,4.14814814814815
"370",6,6,8,1,0,0,2,38,2,2,4,4.86666666666667,3.92857142857143,0,3,38,0,1,0,0,0,1,0,1,1,0,1,1,0,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,4,3,1,4,1,2,1,1,1,1,1,4,2,3,5,3,5,5,5,4,5,5,5,5,5,5,5,5,3,5,5,5,5,4,5,5,5,5,5,4,5,4.74074074074074
"371",3,1,3,0,1,1,4,42,3,1,2,3.53333333333333,3.42857142857143,0,3,42,0,0,1,0,0,0,0,0,1,0,1,0,0,3,2,4,4,1,5,1,2,2,1,3,4,2,2,1,3,2,2,3,3,2,2,2,3,2,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3.85185185185185
"372",8,3,6,1,0,0,3,19,3,3,5,4.06666666666667,3.28571428571429,0,3,19,1,1,1,0,0,0,0,1,1,1,1,1,0,2,4,1,2,1,4,1,2,1,1,3,3,1,2,1,2,3,1,4,3,2,4,5,1,3,1,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",6,3,2,1,0,1,4,45,3,1,5,4.6,5,1,3,45,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4.7037037037037
"374",5,6,7,1,0,1,4,37,2,1,4,4,3.64285714285714,0,3,37,0,0,0,0,0,1,0,0,1,1,1,1,0,2,2,1,3,2,4,1,3,1,2,1,2,1,3,2,4,2,2,2,2,3,2,2,2,2,2,4,2,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4.81481481481481
"375",7,2,3,0,1,1,4,18,3,3,4,2.6,3.85714285714286,1,2,18,0,0,1,1,1,0,0,1,1,0,1,1,0,4,4,3,4,4,3,2,4,2,4,4,4,4,3,2,3,2,2,2,2,3,2,2,1,1,1,3,3,3,5,3,1,1,5,5,5,3,5,2,4,4,4,4,3,3,3,3,2,3,5,1,1,5,5,3,4,3.40740740740741
"376",5,4,2,1,0,1,4,29,2,2,3,3.2,3.64285714285714,0,3,29,0,0,1,0,0,1,0,1,0,1,0,1,0,2,4,5,3,1,5,1,2,1,2,4,4,2,5,1,2,3,1,2,3,2,1,1,2,2,3,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",6,3,1,1,0,1,2,24,3,2,4,3.93333333333333,3.71428571428571,0,3,24,0,1,0,0,0,1,0,1,1,0,1,1,0,5,1,1,4,1,4,1,2,1,1,3,1,2,3,1,3,3,1,3,2,3,2,2,2,1,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",3,2,4,1,0,1,7,41,1,0,3,4.06666666666667,3.28571428571429,0,4,41,0,0,0,0,0,0,0,0,1,0,1,1,0,2,2,2,3,1,3,2,1,1,2,2,2,2,3,1,2,2,2,4,2,2,3,2,2,3,3,2,4,5,5,4,5,5,5,4,5,5,4,5,4,4,4,4,4,4,4,5,5,4,5,5,3,4,4,4,3,4.33333333333333
"379",5,2,3,1,0,0,3,32,3,3,1,2.93333333333333,3.64285714285714,1,1,32,1,0,1,0,0,1,0,0,0,0,1,0,1,2,5,2,5,2,5,2,5,2,5,2,3,1,4,1,2,4,1,3,2,1,3,2,1,3,2,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",11,3,4,0,1,1,4,24,2,5,5,3.2,3.85714285714286,0,2,24,0,1,1,1,1,1,0,1,1,1,1,1,1,1,4,3,3,2,2,1,5,2,4,2,4,2,4,3,1,2,2,2,4,2,3,2,2,2,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",11,2,4,1,0,1,4,29,1,6,5,3.6,4.21428571428571,1,2,29,1,1,1,1,1,1,0,1,1,1,1,1,0,5,4,1,2,1,4,1,5,2,1,1,2,1,4,2,1,1,1,2,1,1,1,1,2,1,2,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",0,4,1,1,0,1,4,34,2,0,0,3.06666666666667,2.92857142857143,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,4,2,2,3,2,3,4,3,2,2,3,3,3,3,3,3,3,3,3,3,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",1,2,4,1,0,1,4,35,1,0,1,3.46666666666667,2.85714285714286,0,1,35,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,5,1,1,5,1,1,1,5,1,1,4,1,5,5,5,1,3,5,5,5,1,1,1,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",2,3,1,1,0,0,4,21,3,0,2,3.06666666666667,3.78571428571429,0,3,21,0,0,0,0,0,0,0,0,1,0,0,1,0,4,3,2,3,2,4,2,3,3,3,4,2,3,3,3,3,1,1,2,2,3,1,2,2,2,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
